index,nmod,symbol,smod,cplx_index,z_time_phase,z_time_norm,z_time,z_carrier,zeta_symbol,psi_v,psi_v_z,z_log_scat,z_carrier_information,z_time_norm_phase,is_symbol_prime,is_n_prime,is_symbol_fibo,is_n_fibo
278,5,5,5,(0.14209730328402115+0.14793896355770475j),(715.8436795324573-856.1681064332125j),(139.5+241.62108765585836j),(-0.08591879263327787+0.23477214713939085j),(46.632424701711564-53.41185195000018j),(0.6927243535095995+0.7212024473438144j),(0.2113697386349811+0.2200592082920862j),(46.701697137062524-53.3397317052658j),(0.563135232240977+0.5862858806971218j),8.58849800490154,(111.37492906242471+255.80583491456784j),1,0,0,0
279,6,6,6,(0.11652610189357143+0.16881720326023647j),(842.0830176524411-738.4417318796104j),(140+242.4871130596428j),(-0.04876513174020074+0.24519780163443733j),(26.56480551547435-55.99608865008186j),(0.5680647467311559+0.8229838658936564j),(0.17333257656668702+0.25111558984960214j),(26.621611990147468-55.913790263492494j),(0.46208808273995494+0.6694501619842528j),8.58849800490154,(68.95724850252437+271.3759345980412j),0,0,0,0
280,7,7,7,(0.08793693567242263+0.18532316607392393j),(949.071102950423-602.1960158822602j),(140.5+243.35313846342726j),(-0.010449621071308526+0.2497815153678632j),(5.713330320737937-57.25919347859176j),(0.42869256140305423+0.9034504346103822j),(0.13080619181272807+0.2756682095349622j),(5.756199576878242-57.16884843513073j),(0.3489365117931533+0.7353681206858215j),8.58849800490154,(24.42596589879774+279.93637168097683j),1,0,0,0
281,8,8,8,(0.05707024900850319+0.1970293562320763j),(1034.1067759684229-450.5631763650844j),(141+244.21916386721168j),(0.028114856215035466+0.24841407943191923j),(-15.428027348000711-57.160859315787725j),(0.27821746391645275+0.9605181116313722j),(0.08489199540014847+0.2930811673952135j),(-15.400205601609066-57.06480750462459j),(0.22659861607869186+0.782309175528777j),8.58849800490154,(-21.064355535069293+281.21218488161463j),0,1,0,0
282,9,9,9,(0.024725472872887025+0.2036325895585751j),(1094.996187315546-287.0668036614782j),(141.5+245.08518927099612j),(0.06600948522608947+0.24112807356296503j),(-36.35472398826878-55.69314953574954j),(0.12053668025532323+0.992708874098054j),(0.03677914089841935+0.3029034769683805j),(-36.34267032024325-55.59387864833973j),(0.09823434627054774+0.8090326287187352j),8.58849800490154,(-66.32571553162707+275.1179737116732j),0,0,0,0
283,10,10,10,(-0.00825968002244373+0.20496184577878349j),(1130.1090658804296-115.54003295335744j),(142+245.95121467478057j),(0.10233141048602906+0.22809708991554414j),(-56.56368714615257-52.880932012733595j),(-0.0402659401094149+0.9991889981715697j),(-0.01228627403338522+0.30488074559594047j),(-56.56771374016351-52.78101311291644j),(-0.03283614175822642+0.8148204536655148j),8.58849800490154,(-110.16770193038205+261.76148962629645j),0,1,0,0
284,11,11,11,(-0.041030911543803436+0.20098269785482423j),(1138.421838706144+59.96429901968527j),(142.5+246.817240078565j),(0.1362152468474223+0.209631597156287j),(-75.56540818860752-48.78152729248226j),(-0.20002569377604434+0.9797906520422677j),(-0.06103348092140787+0.298961763059051j),(-75.58541075798513-48.68354822727803j),(-0.16321839252623557+0.7994965657643108j),8.58849800490154,(-151.42879808725607+241.44216514488153j),1,0,0,0
285,12,12,12,(-0.07273946400872458+0.1917982036277776j),(1119.5464732537112+235.2694077545519j),(143+247.68326548234944j),(0.16685369765638483+0.18617154341733244j),(-92.89579617019226-43.483573577153074j),(-0.35460488704253545+0.9350162426854148j),(-0.10819995271297814+0.2852998278963191j),(-92.93125665889652-43.39007195288453j),(-0.28953158984466476+0.763432059645642j),8.58849800490154,(-189.00714919664455+214.64458426095115j),0,0,0,0
286,13,13,13,(-0.10256410256410181+0.1776462366737314j),(1073.7442487279636+406.17396312863417j),(143.5+248.5492908861339j),(0.19351678893492658+0.15827587434702445j),(-108.12750581739023-37.105130070246965j),(-0.4999999999999998+0.8660254037844387j),(-0.1525641025641018+0.26424877705217525j),(-108.17750581739023-37.01852752986852j),(-0.4084962500721155+0.707536259826266j),8.58849800490154,(-221.88997274109641+182.02703095132517j),1,0,0,0
287,14,14,14,(-0.12973238473751247+0.15889332550310925j),(1001.9240205174555+568.5527742524325j),(144+249.4153162899183j),(0.21556926131802373+0.12660921599473549j),(-120.88046328408181-29.79105874321062j),(-0.6324453755953772+0.7746049618276546j),(-0.1929769222970502+0.2363538216858747j),(-120.94370782164135-29.713598247027853j),(-0.5170193943733437+0.6332337996237352j),8.58849800490154,(-249.18082840892754+144.40538339494066j),0,0,0,0
288,15,15,15,(-0.15354066629150712+0.13602516066477935j),(905.6249121339571+718.456344200789j),(144.5+250.28134169370276j),(0.23248570537520727+0.09192603981567095j),(-130.8313306998979-21.709742268347554j),(-0.7485107481711009+0.6631226582407955j),(-0.2283917411086172+0.20233742648885888j),(-130.906181774715-21.643430002523473j),(-0.6122749872938668+0.542428305993875j),8.58849800490154,(-270.12401387057196+102.73274614479173j),0,0,0,0
289,16,16,16,(-0.17337232523975205+0.10963401561596028j),(786.983743482858+852.2068924232584j),(145+251.1473670974872j),(0.24386307971124202+0.05505268707109956j),(-137.72167426692394-13.049212280306293j),(-0.8451900855437946+0.5344658261278012j),(-0.25789133379413154+0.1630805982287404j),(-137.8061932754783-12.995765697693512j),(-0.6917775491237947+0.43745361619005463j),8.58849800490154,(-284.12542357380556+58.07532762718374j),0,0,0,0
290,17,17,17,(-0.18871373203257874+0.08040340715078596j),(648.6878738502666+966.4885112196735j),(145.5+252.01339250127162j),(0.24943031359690113+0.016867680900216772j),(-141.36463023104372-4.012776875202143j),(-0.9199794436588242+0.39196660986007514j),(-0.2807116763984612+0.11960006813679348j),(-141.4566281754096-3.9735802142161356j),(-0.7534470241341814+0.3210137767692986j),8.58849800490154,(-290.76929647008296+11.585172864146656j),1,0,0,0
291,18,18,18,(-0.19916755229252342+0.049090392674370965j),(493.9144937109451+1058.4292479435082j),(146+252.87941790505607j),(0.24905476534310986-0.02171920486317344j),(-141.64989778889372+5.185751035561408j),(-0.9709418174260519+0.2393156642875581j),(-0.2962617340351286+0.07302195910312678j),(-141.74699197063632+5.209682601990163j),(-0.7956632113597335+0.19611336802910806j),8.58849800490154,(-289.8303830958188-35.529551566689776j),0,0,0,0
292,19,19,19,(-0.2044630375659917+0.016505962813687658j),(326.2577326721134+1125.6730839243035j),(146.5+253.74544330884052j),(0.24274538254498204-0.05978862143493798j),(-138.5469270875485+14.327112551799948j),(-0.9967573081342099+0.08046656871672608j),(-0.3041387683794127+0.024552619685360266j),(-138.64660281836194+14.33515920867162j),(-0.8173083334021619+0.06597994981904137j),8.58849800490154,(-281.2811800486246-82.0359540107407j),1,0,0,0
293,20,20,20,(-0.2044630375659918-0.016505962813686905j),(149.64525338673693+1166.4400105186803j),(147+254.61146871262494j),(0.23065248890160153-0.09643354895209753j),(-132.10621301839228+23.19182910507947j),(-0.99675730813421-0.08046656871672539j),(-0.3041387683794128-0.024552619685359444j),(-132.2058887492057+23.183782448207797j),(-0.8177966248137453-0.06601936877699909j),8.58849800490154,(-265.29400760021343-126.70867977931508j),0,1,0,0
294,21,21,21,(-0.1991675522925236-0.04909039267437023j),(-31.75373440361277+1179.5726770112237j),(147.5+255.4774941164094j),(0.21306420269066312-0.1307809066025772j),(-122.45865049645863+31.565471697166664j),(-0.9709418174260521-0.23931566428755743j),(-0.2962617340351288-0.07302195910312598j),(-122.55574467820124+31.541540130737907j),(-0.7970901570898192-0.1964650785633216j),8.58849800490154,(-242.23784066907606-168.36219453304366j),0,0,0,0
295,22,22,22,(-0.1887137320325796-0.08040340715078392j),(-213.62688602850452+1164.5683979765913j),(148+256.3435195201938j),(0.1903995722293121-0.162012354142809j),(-109.81295328325575+39.2438465599129j),(-0.9199794436588242-0.3919666098600749j),(-0.28071167639846206-0.11960006813679142j),(-109.90495122762164+39.204649898926895j),(-0.7557004734790331-0.3219738818089068j),8.58849800490154,(-212.66994113005507-205.88223852420592j),0,0,0,0
296,23,23,23,(-0.17337232523975324-0.10963401561595841j),(-391.6212374833428+1121.5956518960008j),(148.5+257.2095449239783j),(0.16319859187172425-0.1893837891982479j),(-94.45118504576041+46.03797185627254j),(-0.845190085543795-0.5344658261278007j),(-0.25789133379413276-0.1630805982287385j),(-94.53570405431479+45.98452527365976j),(-0.6946759744908282-0.4392864693372423j),8.58849800490154,(-177.322476847916-238.2556173619405j),1,0,0,0
297,24,24,24,(-0.1535406662915086-0.13602516066477768j),(-561.4473874100904+1051.4945702048983j),(149+258.0755703277627j),(0.13210933641648417-0.2122430758154343j),(-76.72249712387318+51.778724189198776j),(-0.7485107481711013-0.663122658240795j),(-0.2283917411086187-0.20233742648885716j),(-76.79734819869029+51.712411923374695j),(-0.6155753646114414-0.5453521851570996j),8.58849800490154,(-137.08444625644077-264.59753323597727j),0,0,0,0
298,25,25,25,(-0.1297323847375142-0.15889332550310784j),(-718.982852067991+955.7612978313034j),(149.5+258.9415957315471j),(0.09787252045190177-0.2300455818754015j),(-57.03521129334575+56.321040784027204j),(-0.6324453755953777-0.7746049618276541j),(-0.192976922297052-0.23635382168587327j),(-57.098455830905294+56.24358028784444j),(-0.5204278327416932-0.637408378763825j),8.58849800490154,(-92.97935321305692-284.17572006784934j),0,0,0,0
299,26,26,26,(-0.10256410256410373-0.1776462366737303j),(-860.3721032243861+836.5164935572079j),(150+259.8076211353316j),(0.0613038505193814-0.2423671551829937j),(-35.847426591208276+59.54757310982524j),(-0.5000000000000004-0.8660254037844384j),(-0.15256410256410377-0.26424877705217414j),(-35.89742659120827+59.46097056944679j),(-0.4116809838379855-0.7130523805173319j),8.58849800490154,(-46.13919186710224-296.43072542138714j),0,0,0,0
300,27,27,27,(-0.07273946400872666-0.19179820362777683j),(-982.1208622067104+696.4586218996415j),(150.5+260.673646539116j),(0.023274590561967495-0.24891422907132643j),(-13.656366012234427+61.37170018656125j),(-0.3546048870425359-0.9350162426854147j),(-0.10819995271298025-0.2852998278963183j),(-13.691826500938681+61.27819856229271j),(-0.29213785819990623-0.7703042245085449j),8.58849800490154,(2.2245977213790313-300.9917792315549j),0,0,0,0
301,28,28,28,(-0.04103091154380418-0.20098269785482406j),(-1081.1823455179788+538.8030583991168j),(151+261.53967194290044j),(-0.01530919630558855-0.2495308167511118j),(9.01328932491526+61.73982460444402j),(-0.20002569377604457-0.9797906520422677j),(-0.06103348092140864-0.29896176305905087j),(8.993286755537655+61.64184553923979j),(-0.16488465949608183-0.8076584812164821j),8.58849800490154,(50.85245824442802-297.68780205191104j),0,0,0,0
302,29,29,29,(-0.008259680022444482-0.20496184577878346j),(-1155.0333358691432+367.2083782146033j),(151.5+262.4056973466849j),(-0.05352823513165035-0.24420222776152298j),(31.621804904022444+60.632891018634j),(-0.040265940109415144-0.9991889981715696j),(-0.012286274033385997-0.3048807455959404j),(31.617778310011502+60.53297211881684j),(-0.03321105552831168-0.8241238429149421j),8.58849800490154,(98.46951799307448-286.5532307027974j),1,0,0,0
303,30,30,30,(0.024725472872886275-0.20363258955857522j),(-1201.7381832883991+185.69151522538218j),(152+263.27172275046934j),(-0.09047194124008916-0.23305541797660453j),(53.62724317006285+58.067085186384034j),(0.12053668025532233-0.9927088740980541j),(0.03677914089841851-0.3029034769683806j),(53.63929683808838+57.967814298974226j),(0.0994748894485407-0.8192494209755617j),8.58849800490154,(143.81901360660692-267.8284737014003j),0,0,0,0
304,31,31,31,(0.057070249008502466-0.19702935623207654j),(-1219.9991189067257-1.4662424127684253j),(152.5+264.13774815425376j),(-0.12526011529322262-0.21635596482817052j),(74.49845357064416+54.093691053679144j),(0.2782174639164521-0.9605181116313725j),(0.08489199540014768-0.2930811673952138j),(74.52627531703581+53.99763924251601j),(0.2297349504168493-0.7931370577670999j),8.58849800490154,(185.69545650606952-241.95494918063048j),1,0,0,0
305,32,32,32,(0.08793693567242063-0.18532316607392488j),(-1209.1915826983973-189.82022108127703j),(153+265.00377355803823j),(-0.157063914411267-0.19450173981178218j),(93.72789092492357+48.7981035134626j),(0.4286925614030538-0.9034504346103824j),(0.130806191812726-0.2756682095349631j),(93.77076018106388+48.707758470001565j),(0.354189860181671-0.7464393178841889j),8.58849800490154,(222.97666782810828-209.56480048966358j),0,0,0,0
306,33,33,33,(0.1165261018935696-0.16881720326023772j),(-1169.3836184593217-374.8679139096643j),(153.5+265.86979896182265j),(-0.18512559970258716-0.1680134290310077j),(110.84395282192406+42.29801476698184j),(0.5680647467311556-0.8229838658936566j),(0.17333257656668516-0.25111558984960336j),(110.90075929659717+42.21571638039247j),(0.46960700025203755-0.6803431945778738j),8.58849800490154,(254.65383080144238-171.46552556753028j),0,0,0,0
307,34,34,34,(0.14209730328401957-0.14793896355770628j),(-1101.3387663680824-552.1566097538187j),(154+266.7358243656071j),(-0.2087765897115135-0.13752212763199362j),(125.42253626919174+34.740812235196344j),(0.6927243535095993-0.7212024473438147j),(0.2113697386349795-0.22005920829208775j),(125.49180870454269+34.668691990461966j),(0.5729843878583611-0.5965399378838515j),8.58849800490154,(279.8587562375957-128.6198917630744j),0,1,0,0
308,35,35,35,(0.16398825915969176-0.12322918240779153j),(-1006.502276671581-717.3905261814684j),(154.5+267.60184976939155j),(-0.22745338965275644-0.10375430369614251j),(137.09753061319896+26.30024520389624j),(0.7994427634035006-0.6007422642379796j),(0.24393253550004182-0.1833034088315895j),(137.1774748895393+26.24017097747244j),(0.6616287764823591-0.49718177143396486j),8.58849800490154,(297.8876250518523-82.1216344270257j),0,0,0,0
309,36,36,36,(0.18163200526219622-0.09532783016282555j),(-886.9708680007001-866.5348690722634j),(155+268.46787517317597j),(-0.240711016911684-0.06751448983250172j),(145.5699874773409+17.17243537513359j),(0.8854560256532096-0.4647231720437692j),(0.2701776078275172-0.14180014736720248j),(145.65853307990622+17.125963057929212j),(0.7332258375465112-0.3848266059262419j),8.58849800490154,(308.2205598257166-33.16755192535045j),0,0,0,0
310,37,37,37,(0.19457157783531137-0.06495753719004711j),(-745.4466509604224-995.9142988088332j),(155.5+269.3339005769604j),(-0.24823360294228836-0.02966611484994788j),(150.61573858523346+7.5713227966471j),(0.9485364419471454-0.31666799380147304j),(0.2894252220300259-0.09662433657019442j),(150.7105922294282+7.539655997266952j),(0.7859005940780581-0.2623721698485382j),8.58849800490154,(310.53648317029166+16.973291378696757j),1,0,0,0
311,38,38,38,(0.20247184874623844-0.03290487812466901j),(-585.1762223702962-1102.3034014156128j),(156+270.19992598074487j),(-0.24984191896816194+0.008889067797379463j),(152.0912681718686-2.2763471540459825j),(0.9870502626379128-0.16041128085776063j),(0.30117687501002977-0.04894600621044508j),(152.18997319813238-2.2923882821317587j),(0.8182665280138088-0.1329812541571437j),8.58849800490154,(304.72284137199046+66.99246186086678j),0,1,0,0
312,0,0,0,(0.23076923076923073-4.521772796851764e-16j),(-409.8762985111328-1183.0069399284234j),(156.5+271.0659513845293j),(-0.24549764618348094+0.0472324646654227j),(149.937687406561-12.13637829966851j),(1+0j),(0.3307692307692307-4.521772796851764e-16j),(150.037687406561-12.13637829966851j),(0.8294620748891627+0j),8.58849800490154,(290.8799044071729+115.57630039100967j),0,0,0,0
313,1,1,1,(0.22778082983951842+0.03701798789025174j),(-223.6475880834111-1235.927892858023j),(157+271.9319767883137j),(-0.23530428871467465+0.08445052819539405j),(144.18270290991688-21.77269327162153j),(0.9870502626379128+0.16041128085776024j),(0.3264858561033097+0.05305911597602776j),(144.28140793618067-21.756652143535756j),(0.8191735454235837+0.13312865883344976j),8.58849800490154,(269.31949447649106+161.44042212198977j),0,1,0,0
314,2,2,2,(0.2188930250647261+0.07307722933880058j),(-30.878899106802105-1259.621567610666j),(157.5+272.7980021920982j),(-0.21950470759107457+0.11965652236864004j),(134.9405189916131-30.95298574193488j),(0.9485364419471455+0.3166679938014725j),(0.31374666925944067+0.10474402871894783j),(135.03537263580782-30.921318942554734j),(0.7876438645585115+0.26295415904925334j),8.58849800490154,(240.55814106400294+203.3636662922612j),1,0,0,0
315,3,3,3,(0.20433600591997192+0.10724380893317648j),(163.856278622162-1253.3344006912507j),(158+273.6640275958826j),(-0.19847533447873547+0.1520116495652687j),(122.4096625397601-39.45431995459082j),(0.8854560256532099+0.4647231720437685j),(0.29288160848529293+0.15371612613755334j),(122.49820814232542-39.407847637386446j),(0.7356668857406684+0.38610776685014325j),8.58849800490154,(205.30480735226192+240.2205987796416j),1,0,0,0
316,4,4,4,(0.18448679155465475+0.13863283020876344j),(355.9082788912544-1217.026415907504j),(158.5+274.530052999667j),(-0.17271720303765717+0.18074503527026325j),(106.86876937955037-47.06854260268911j),(0.7994427634035012+0.6007422642379788j),(0.26443106789500487+0.19870705663256133j),(106.94871365589073-47.008468376265306j),(0.6645674121622388+0.49939001289028245j),8.58849800490154,(164.44347675493538+271.0117026121712j),0,0,0,0
