index,nmod,symbol,smod,cplx_index,z_time_phase,z_time_norm,z_time,z_carrier,zeta_symbol,psi_v,psi_v_z,z_log_scat,z_carrier_information,z_time_norm_phase,is_symbol_prime,is_n_prime,is_symbol_fibo,is_n_fibo
404,14,14,14,(-0.1783820290140811+0.21847832256677413j),(1567.241328246699-410.0666031701717j),(202.5+350.7402885326976j),(0.06612539637876365+0.24109631260919648j),(-52.55315877202241-81.15886857516887j),(-0.6324453755953772+0.7746049618276546j),(-0.2416265665736188+0.2959388187495396j),(-52.61640330958195-81.0814080789861j),(-0.5480351628804292+0.6712212197355029j),8.58849800490154,(-365.71874204836496+173.99655661696067j),0,0,0,0
405,15,15,15,(-0.2111184161508222+0.1870345959140718j),(1615.6576713503673-164.39674268886407j),(203+351.6063139364821j),(0.10244105298756369+0.22804786923538484j),(-81.61990896784137-76.96394118751692j),(-0.7485107481711009+0.6631226582407955j),(-0.2859694909679323+0.25334686173815135j),(-81.69476004265847-76.89762892169284j),(-0.6488753585382351+0.574853405475035j),8.58849800490154,(-389.9325537040148+113.08670815733961j),0,0,0,0
406,16,16,16,(-0.23838694720466005+0.1507467714719439j),(1625.7049201476575+86.41477077269973j),(203.5+352.4723393402665j),(0.13631600841910255+0.209566089453144j),(-108.88241172475816-70.90800955344888j),(-0.8451900855437946+0.5344658261278012j),(-0.3229059557590395+0.20419335408472403j),(-108.96693073331254-70.8545629708361j),(-0.7329847916653061+0.4635114974928475j),8.58849800490154,(-404.0501054288195+48.91331416861344j),0,0,0,0
407,17,17,17,(-0.2594813815447957+0.1105546848323309j),(1596.95371525209+336.3968361066235j),(204+353.3383647440509j),(0.16694317761138036+0.1860913094397884j),(-133.67974947231284-63.12632931905844j),(-0.9199794436588242+0.39196660986007514j),(-0.35147932591067815+0.14975134581833843j),(-133.77174741667872-63.087132658072434j),(-0.7981702124373614+0.3400685465493854j),8.58849800490154,(-407.6515900349687-16.85767308852153j),1,0,0,0
408,18,18,18,(-0.2738553844022197+0.06749928992726029j),(1529.9006437510263+579.5688227037364j),(204.5+354.2043901478354j),(0.19359285537567056+0.15818282570334458j),(-155.40666465281953-53.796138524043684j),(-0.9709418174260519+0.2393156642875581j),(-0.3709495661448249+0.0914308563560161j),(-155.50375883456212-53.77220695761493j),(-0.8427270182127067+0.20771355456837864j),8.58849800490154,(-400.5908945296019-82.51021282223815j),0,0,0,0
409,19,19,19,(-0.2811366766532385+0.022695698868822736j),(1425.9608970538604+810.0836500469255j),(205+355.0704155516198j),(0.21563010192957177+0.12650556960799192j),(-173.5283245278229-43.13262933599742j),(-0.9967573081342099+0.08046656871672608j),(-0.3808124074666595+0.030742355740495345j),(-173.62800025863632-43.12458267912575j),(-0.865483830777448+0.06986907803347826j),8.58849800490154,(-383.00077618626403-146.3229491252719j),1,1,0,0
410,20,20,20,(-0.28113667665323877-0.02269569886881929j),(1287.438898551681+1022.3683692759839j),(205.5+355.93644095540424j),(0.23252987060439664+0.09181426510462595j),(-187.593473110097-31.38399025162983j),(-0.99675730813421-0.08046656871672539j),(-0.3808124074666598-0.03074235574049183j),(-187.69314884091042-31.392036908501503j),(-0.8658332882581541-0.06989728915784597j),8.58849800490154,(-355.29074475115914-206.61434290524053j),0,0,0,0
411,21,21,21,(-0.2738553844022205-0.06749928992725693j),(1117.477497370703+1211.2588669933898j),(206+356.8024663591887j),(0.2438895173029101+0.05493544711525974j),(-197.24564711872856-18.82563285422219j),(-0.9709418174260521-0.23931566428755743j),(-0.3709495661448257-0.09143085635601267j),(-197.34274130047118-18.849564420650946j),(-0.8437482423798703-0.20796526371877713j),8.58849800490154,(-318.1376708368122-261.7869790393054j),0,0,0,0
412,22,22,22,(-0.25948138154479705-0.11055468483232772j),(919.9868410724782+1372.1254360493003j),(206.5+357.66849176297313j),(0.2494383936643059+0.016747768990846377j),(-202.23217766333602-5.753737342819214j),(-0.9199794436588242-0.3919666098600749j),(-0.3514793259106795-0.1497513458183352j),(-202.3241756077019-5.792934003805222j),(-0.7997829294615475-0.3407556610593788j),8.58849800490154,(-272.46933172441527-310.3698813829205j),0,0,0,0
413,23,23,23,(-0.2383869472046619-0.15074677147194096j),(699.5545325360698+1500.9861611647991j),(207+358.53451716675755j),(0.2490442953752468-0.021838931774398482j),(-202.41075106623185+7.521731943452796j),(-0.845190085543795-0.5344658261278007j),(-0.3229059557590414-0.20419335408472103j),(-202.49527007478622+7.4682853608400155j),(-0.7350590727469565-0.4648231933715463j),8.58849800490154,(-219.44129233806953-351.0577149372956j),1,0,0,0
414,24,24,24,(-0.21111841615082447-0.18703459591406918j),(461.33913252453834+1594.605344529331j),(207.5+359.40054257054203j),(0.24271661199323902-0.05990531080399693j),(-197.75335962149148+20.684376316682624j),(-0.7485107481711013-0.663122658240795j),(-0.2859694909679346-0.2533468617381487j),(-197.8282106963086+20.618064050858543j),(-0.6512372642843355-0.5769458713757515j),8.58849800490154,(-160.4076961432146-382.74583083036146j),0,0,0,0
415,25,25,25,(-0.17838202901408065-0.21847832256677446j),(210.94947847211978+1650.5745416467385j),(208+360.26656797432645j),(0.23060610323647707-0.09654442060568434j),(-188.34753481839263+33.418903574816255j),(-0.6324453755953777-0.7746049618276541j),(-0.24162656657361842-0.29593881874953987j),(-188.41077935595217+33.34144307863349j),(-0.5504743564653161-0.6742086895259686j),8.58849800490154,(-96.8867034586218-404.56021392731964j),0,0,0,0
416,26,26,26,(-0.1410256410256428-0.24426357542637908j),(-45.68735820709935+1667.3741827496478j),(208.5+361.13259337811087j),(0.21300130707013823-0.1308833189769142j),(-174.3948201636757+45.418680156457796j),(-0.5000000000000004-0.8660254037844384j),(-0.19102564102564284-0.33086611580482295j),(-174.4448201636757+45.33207761607935j),(-0.4353679566040446-0.7540794208256465j),8.58849800490154,(-30.52145881015597-415.8815222537513j),0,0,0,0
417,27,27,27,(-0.1000167630119975-0.26372252998819384j),(-302.4663682036779+1644.4142106250715j),(209+361.99861878189535j),(0.19032166516800347-0.1621038672199968j),(-156.20650668663885+56.39311372511342j),(-0.3546048870425359-0.9350162426854147j),(-0.13547725171625108-0.3572241542567353j),(-156.2419671753431+56.29961210084488j),(-0.30888945314713534-0.8144745502397505j),8.58849800490154,(36.96240938280755-416.36255870648984j),0,0,0,0
418,28,28,28,(-0.056417503372732915-0.27635120955038267j),(-553.2498330706749+1582.0526610095096j),(209.5+362.86464418567977j),(0.16310752953813676-0.1894622226407308j),(-134.19671992750202+66.0746884573028j),(-0.20002569377604457-0.9797906520422677j),(-0.07642007275033738-0.37433027475460945j),(-134.2167224968796+65.97670939209857j),(-0.17430730054059532-0.85381362978105j),8.58849800490154,(103.80165761673847-405.9386848725j),0,0,0,0
419,29,29,29,(-0.011357060030861373-0.2818225379458273j),(-792.0140318942966+1481.5916351284318j),(210+363.7306695894642j),(0.1320072884090176-0.21230656091345462j),(-108.87301111533726+74.22548275204278j),(-0.040265940109415144-0.9991889981715696j),(-0.015383654041802888-0.38174143776298425j),(-108.8770377093482+74.12556385222562j),(-0.035102543674445194-0.8710606371547625j),8.58849800490154,(168.24149798091315-384.8308698079402j),1,1,0,0
420,30,30,30,(0.03399752520021644-0.2799948106430412j),(-1012.9939192616254+1345.2506530527949j),(210.5+364.59669499324866j),(0.09776191810726158-0.23009260606979337j),(-80.8246657951785+80.64301064292599j),(0.12053668025532233-0.9927088740980541j),(0.046051193225748674-0.3792656980528466j),(-80.81261212715297+80.54373975551619j),(0.10512123443841491-0.8657512556518964j),8.58849800490154,(228.5816669505394-353.54125860231665j),0,0,0,0
421,31,31,31,(0.0784715923866907-0.2709153648191053j),(-1210.822299867498+1176.117918468885j),(211+365.4627203970331j),(0.061187328984949704-0.24239659810254663j),(-50.708998896277066+85.16524362093652j),(0.2782174639164521-0.9605181116313725j),(0.10629333877833591-0.36696717598224254j),(-50.68117714988542+85.06919180977339j),(0.2427312118118986-0.8380053571100524j),8.58849800490154,(283.22128287285545-312.8413414621722j),1,1,0,0
422,32,32,32,(0.1209132865495764-0.2548193533516477j),(-1380.660140505161+978.0805572243366j),(211.5+366.3287458008175j),(0.02315492601231298-0.24892538922609786j),(-19.235954784729007+87.67468851521424j),(0.4286925614030538-0.9034504346103824j),(0.16378254268988177-0.34516439681268596j),(-19.1930855285887+87.5843434717532j),(0.37415945753888036-0.788524352791997j),8.58849800490154,(330.70130880116136-263.75299876436725j),0,0,0,0
423,33,33,33,(0.16022339010365808-0.232123654482827j),(-1518.314856657091+755.7354008211851j),(212+367.194771204602j),(-0.015429152812232328-0.24952342824571958j),(12.84862700438647+88.10141909291895j),(0.5680647467311556-0.8229838658936566j),(0.21702986477677363-0.3144220410721927j),(12.905433479059585+88.01912070632957j),(0.4959954533988172-0.7185734690503863j),8.58849800490154,(369.7434946237819-207.5228859268074j),0,0,0,0
424,34,34,34,(0.19538379201552825-0.20341607489184493j),(-1620.3436841106088+514.2823595680294j),(212.5+368.0607966083864j),(-0.053645625581057045-0.24417646663021605j),(44.78068595378737+86.42498361497995j),(0.6927243535095993-0.7212024473438147j),(0.2646562273664882-0.2755363196262264j),(44.84995838913833+86.35286337024557j),(0.6050746074765021-0.6299493954944436j),8.58849800490154,(399.2847595813581-145.59079904325833j),0,0,0,0
425,35,35,35,(0.2254838563445761-0.16944012581071355j),(-1684.1395897771972+259.4028568560758j),(213+368.9268220121708j),(-0.09058396875542526-0.23301189798917166j),(75.7961358561021+82.67513714477006j),(0.7994427634035006-0.6007422642379796j),(0.3054281326849262-0.2295143522345115j),(75.87608013244245+82.61506291834627j),(0.6985604622905744-0.5249341329164777j),8.58849800490154,(418.50609111658224-79.55282332083695j),0,0,0,0
426,36,36,36,(0.24974400723552068-0.13107576647388355j),(-1707.9975822803347-2.8738344648569494j),(213.5+369.7928474159553j),(-0.1253641107718098-0.21629572286661936j),(105.14914790985549+76.9313753240244j),(0.8854560256532096-0.4647231720437692j),(0.33828960980084166-0.17754808367826047j),(105.2376935124208+76.88490300682002j),(0.7740184616157499-0.4062362266236229j),8.58849800490154,(426.85517566650117-11.120207134662161j),0,0,0,0
427,37,37,37,(0.26753591952355316-0.08931661363631499j),(-1691.1597424404367-266.3132094898707j),(214+370.6588728197397j),(-0.15715740011708723-0.19442621116618444j),(132.13008414844109+69.3212749414872j),(0.9485364419471454-0.31666799380147304j),(0.3623895637182677-0.12098341301646229j),(132.2249377926358+69.28960814210706j),(0.8294793573640821-0.2769208987448218j),8.58849800490154,(424.06213793349656+57.92497881975848j),1,0,0,0
428,38,38,38,(0.27839879202607787-0.0452442074214201j),(-1633.837795755974-524.6237291233211j),(214.5+371.52489822352413j),(-0.18520634829937488-0.16792441320311535j),(156.08265002929818+60.01767524184167j),(0.9870502626379128-0.16041128085776063j),(0.37710381828986916-0.06128533550719617j),(156.18135505556197+60.0016341137559j),(0.8634906049794387-0.14033088201933483j),8.58849800490154,(410.14794322734963+125.77624841905616j),0,0,0,0
429,0,0,0,(0.3076923076923077-3.0152770202231318e-15j),(-1537.2125815164125-771.6070756723575j),(215+372.3909236273086j),(-0.20884267732998396-0.1374217454613505j),(176.41985167450395+49.23476186886439j),(1+0j),(0.4076923076923077-3.0152770202231318e-15j),(176.51985167450394+49.23476186886439j),(0.8751544059089099+0j),8.58849800490154,(385.42520805695034+190.64996457973405j),0,0,0,0
430,1,1,1,(0.303707773119358+0.04935731718700211j),(-1403.4103236579704-1001.3068777603753j),(215.5+373.25694903109303j),(-0.22750324172760292-0.10364494683018499j),(192.63836993284778+37.22314193389593j),(0.9870502626379128+0.16041128085776024j),(0.4024127993831493+0.06539844527277813j),(192.73707495911157+37.239183061981706j),(0.8641514008375832+0.14043827179876392j),8.58849800490154,(350.49136231592394+250.8322246879874j),0,0,0,0
431,2,2,2,(0.29185736675296897+0.09743630578506518j),(-1235.4561637718346-1208.152336172133j),(216+374.12297443487745j),(-0.24074344569625306-0.06739876374456162j),(204.33099953469477+24.264023304147077j),(0.9485364419471455+0.3166679938014725j),(0.3867110109476835+0.12910310516521242j),(204.4258531788895+24.295690103527225j),(0.8307493885875777+0.2773448974672995j),8.58849800490154,(306.21430697907874+304.7241345895001j),1,1,0,0
432,3,3,3,(0.27244800789329604+0.14299174524423516j),(-1037.205963503475-1387.0932878767844j),(216.5+374.9889998386619j),(-0.24824783580714702-0.02954677676275007j),(211.19684631293032+10.662633215336937j),(0.8854560256532099+0.4647231720437685j),(0.36099361045861705+0.18946406244861203j),(211.28539191549564+10.709105532541313j),(0.7757968332837272+0.40716958807655873j),8.58849800490154,(253.7109089461501+350.884275341195j),1,0,0,0
433,4,4,4,(0.2459823887395412+0.1848437736116827j),(-813.2579087924744-1533.7234345821582j),(217+375.85502524244635j),(-0.24983761680931835+0.00900917460371376j),(213.04902773414622-3.2589698105192886j),(0.7994427634035012+0.6007422642379788j),(0.3259266650798913+0.2449180000354806j),(213.12897201048656-3.198895584095491j),(0.7007013165374901+0.5265428805173934j),8.58849800490154,(194.31886432718+388.0672351108661j),0,1,0,0
434,5,5,5,(0.21314595492603203+0.22190844533655696j),(-568.8459393029982-1644.388730604321j),(217.5+376.72105064623076j),(-0.2454749115016791+0.04735047859571024j),(209.81968060606022-17.169521486439425j),(0.6927243535095995+0.7212024473438144j),(0.282418390276992+0.2940286900709384j),(209.88895304141118-17.097401241705043j),(0.6073934817834101+0.6323635993790792j),8.58849800490154,(129.5626380390767+415.25717672829256j),1,0,0,0
435,6,6,6,(0.17478915284035565+0.2532258048903558j),(-309.71747105854587-1716.2782665177285j),(218+377.58707605001524j),(-0.23526366317327194+0.08456363751810377j),(201.56214342370072-30.736434175172192j),(0.5680647467311559+0.8229838658936564j),(0.23159562751347124+0.33552419147972146j),(201.61894989837384-30.654135788582828j),(0.49827739439468594+0.72187943132551j),8.58849800490154,(61.11434637532519+431.6955370016164j),0,0,0,0
436,7,7,7,(0.13190540350863425+0.27798474911088583j),(-41.99826785107676-1747.4953921248289j),(218.5+378.45310145379966j),(-0.21944715911068208+0.11976203220658448j),(188.45024788629823-43.633748635954746j),(0.42869256140305423+0.9034504346103822j),(0.17477465964893968+0.36832979257192405j),(188.49311714243854-43.54340359249371j),(0.3761685940346802+0.792758518261024j),8.58849800490154,(-9.249414032944513+436.9021038402588j),1,0,0,0
437,8,8,8,(0.08560537351275509+0.29554403434811444j),(227.95236210874717-1737.1072852904172j),(219+379.3191268575841j),(-0.19840223417610586+0.15210704610217649j),(170.77472306708313-55.54996498949094j),(0.27821746391645275+0.9605181116313722j),(0.11342711990440037+0.39159584551125165j),(170.80254481347478-55.4539131783278j),(0.24422143570423427+0.8431502068215839j),8.58849800490154,(-79.6936764205627+430.68888764231167j),0,0,0,0
438,9,9,9,(0.037088209309333015+0.30544888433786244j),(493.6926215931109-1685.1716812789493j),(219.5+380.18515226136856j),(-0.17263029255825002+0.18082804564351462j),(148.9367849046302-66.19556478008477j),(0.12053668025532323+0.992708874098054j),(0.04914187733486534+0.4047197717476678j),(148.94883857265575-66.09629389267496j),(0.10584759479960987+0.8717333714263075j),8.58849800490154,(-148.37295655209965+413.16638992539777j),0,0,0,0
439,10,10,10,(-0.012389520033665296+0.3074427686681753j),(748.8519437587743-1592.7400184363753j),(220+381.051177665153j),(-0.1427453616066206+0.20524074093560257j),(123.43905144932516-75.31004252544143j),(-0.0402659401094149+0.9991889981715697j),(-0.016416114044606786+0.4073616684853323j),(123.43502485531423-75.21012362562428j),(-0.03537215805742984+0.8777510490635683j),8.58849800490154,(-213.47959993702793+384.74206997769767j),0,1,0,0
440,11,11,11,(-0.061546367315702726+0.3014740467822369j),(987.2837073804474-1461.8368175487713j),(220.5+381.9172030689374j),(-0.10945946237165667+0.2247634892443785j),(94.87398901063342-82.66827604021135j),(-0.20002569377604434+0.9797906520422677j),(-0.08154893669330716+0.39945311198646366j),(94.85398644125581-82.57029697500712j),(-0.17578063062785468+0.8610304778750044j),8.58849800490154,(-273.2913570268282+346.1110142344964j),1,0,0,0
441,12,12,12,(-0.10910919601308662+0.2876973054416666j),(1203.2132871634376-1295.4156806189103j),(221+382.7832284727219j),(-0.0735656454037+0.23893115287952105j),(63.910154444464375-88.08607985812971j),(-0.35460488704253545+0.9350162426854148j),(-0.14456968471734016+0.3811989297102081j),(63.87469395576012-87.99257823386117j),(-0.31173893230685823+0.8219880092892172j),8.58849800490154,(-326.21693434427806+298.23901781460125j),0,0,0,0
442,13,13,13,(-0.15384615384615058+0.26646935501059843j),(1391.3778735470153-1097.2928565354764j),(221.5+383.6492538765063j),(-0.035919095990040686+0.24740618129557362j),(31.276552833327926-91.42480491826086j),(-0.4999999999999998+0.8660254037844387j),(-0.20384615384615057+0.3530718953890423j),(31.226552833327926-91.33820237788241j),(-0.4397207933175051+0.7616187551704124j),8.58849800490154,(-370.8383169634142+242.3384878052585j),1,0,0,0
443,14,14,14,(-0.19459857710626854+0.2383399882546641j),(1547.154677437009-872.0598626727324j),(222+384.5152792802907j),(0.002583240994249632+0.2499866533756665j),(-2.254523577731366-92.59486988943168j),(-0.6324453755953772+0.7746049618276546j),(-0.2578431146658063+0.3158004844374296j),(-2.317768115290904-92.51740939324891j),(-0.5564040348079581+0.6814712270406578j),8.58849800490154,(-405.94873707702254+179.83776818445958j),0,1,0,0
444,15,15,15,(-0.230310999437262+0.20403774099716765j),(1666.6743982419907-624.9771597784174j),(222.5+385.3813046840752j),(0.04102403117525841+0.24661108828706674j),(-35.88577127055729-91.55813456651427j),(-0.7485107481711009+0.6631226582407955j),(-0.3051620742543721+0.2703500068212472j),(-35.960622345374404-91.49182230069019j),(-0.6587568168668314+0.5836076136546304j),8.58849800490154,(-430.58527261610385+112.34466167162776j),0,0,0,0
445,16,16,16,(-0.260058487859628+0.16445102342394075j),(1746.917172494747-361.8513402530906j),(223+386.2473300878596j),(0.07848740655756034+0.23735991028787537j),(-68.81383369934103-88.3290530951221j),(-0.8451900855437946+0.5344658261278012j),(-0.3445774964140075+0.21789760603672087j),(-68.89835270789541-88.27560651250933j),(-0.7441164250932705+0.4705507159574145j),8.58849800490154,(-444.0551962866951+41.60507962715164j),0,0,0,0
446,17,17,17,(-0.28307059804886886+0.12060511072617723j),(1785.788627437538-88.89869579894864j),(223.5+387.11335549164403j),(0.11408078646442597+0.22245353258525258j),(-100.24849110561432-82.97457372291188j),(-0.9199794436588242+0.39196660986007514j),(-0.3750685424147513+0.15980177171218474j),(-100.3404890499802-82.93537706192588j),(-0.8102585481300362+0.3452189050633365j),8.58849800490154,(-445.95535550226583-30.542116803598184j),1,0,0,0
447,18,18,18,(-0.2987513284387846+0.07363558901155888j),(1782.1741297815493+187.40163056221678j),(224+387.9793808954285j),(0.14695614364791862+0.2022471058980383j),(-129.4316235179043-75.61278164951446j),(-0.9709418174260519+0.2393156642875581j),(-0.3958455101813898+0.09756715544031469j),(-129.5287176996469-75.5888500830857j),(-0.855455243559799+0.21085078035211943j),8.58849800490154,(-436.18404341394137-102.21291636120084j),0,0,0,0
448,19,19,19,(-0.3066945563489877+0.024758944220531792j),(1735.969833513397+460.46143935346987j),(224.5+388.8454062992129j),(0.17633020889475934+0.17722205684149628j),(-155.65549190184882-66.41031164122835j),(-0.9967573081342099+0.08046656871672608j),(-0.4063702871624087+0.0328056010922044j),(-155.75516763266225-66.40226498435668j),(-0.8785200814641425+0.07092147298772537j),8.58849800490154,(-414.9450159418993-171.5273556753377j),1,0,0,0
449,20,20,20,(-0.30669455634898796-0.024758944220527886j),(1648.089680017063+723.7405658253894j),(225+389.71143170299734j),(0.2015031327448114+0.1479746177357012j),(-178.2798966959719-55.57858667041141j),(-0.99675730813421-0.08046656871672539j),(-0.40637028716240897-0.032805601092200425j),(-178.37957242678533-55.58663332728308j),(-0.8788392862179447-0.07094724185949215j),8.58849800490154,(-382.74351434145046-236.6588308716849j),0,1,0,0
450,21,21,21,(-0.29875132843878555-0.07363558901155506j),(1520.4480758976954+970.9035217255092j),(225.5+390.5774571067818j),(0.22187515969885185+0.11520162111970894j),(-196.74779786295687-43.368967221231884j),(-0.9709418174260521-0.23931566428755743j),(-0.39584551018139075-0.0975671554403108j),(-196.8448920446995-43.39289878766064j),(-0.8563880591790434-0.21108069875255298j),8.58849800490154,(-340.37436206491907-295.8822293563711j),0,0,0,0
451,22,22,22,(-0.2830705980488704-0.12060511072617362j),(1355.918555124261+1195.971936071134j),(226+391.44348251056624j),(0.23696091764560157+0.0796838974232209j),(-210.5990155575284-30.066922387061588j),(-0.9199794436588242-0.3919666098600749j),(-0.37506854241475285-0.15980177171218113j),(-210.69101350189428-30.106119048047596j),(-0.8117316484695231-0.34584653446313685j),8.58849800490154,(-288.9024130297882-347.6196135800776j),0,0,0,0
452,23,23,23,(-0.26005848785963004-0.16445102342393741j),(1158.2693085603955+1393.4691273390392j),(226.5+392.30950791435066j),(0.24640098205644842+0.04226767135314836j),(-219.48167476678142-15.985357826659275j),(-0.845190085543795-0.5344658261278007j),(-0.34457749641400953-0.21789760603671748j),(-219.5661937753358-16.038804409272053j),(-0.7460111271029863-0.4717488529117028j),8.58849800490154,(-229.63583039780323-390.4822472245162j),1,0,0,0
453,24,24,24,(-0.2303109994372617-0.204037740997168j),(932.0770217920566+1558.5533117116174j),(227+393.17553331813514j),(0.24997043942602643+0.003844400234010753j),(-223.16110979758508-1.4572564609299306j),(-0.7485107481711013-0.663122658240795j),(-0.3051620742543718-0.2703500068212475j),(-223.2359608724022-1.5235687267540101j),(-0.6609142370582649-0.5855189211619449j),8.58849800490154,(-164.0928652748975-423.30784491416074j),0,0,0,0
454,25,25,25,(-0.19459857710627154-0.23833998825466163j),(682.6209879361626+1687.1362087362886j),(227.5+394.04155872191956j),(0.2475842459310814-0.03467046533777427j),(-221.52600404683508+13.172195033841808j),(-0.6324453755953777-0.7746049618276541j),(-0.25784311466580934-0.31580048443742703j),(-221.58924858439462+13.094734537659042j),(-0.5586320442601082-0.6842000432249947j),8.58849800490154,(-93.96297830796632-445.1920469948823j),0,0,0,0
455,26,26,26,(-0.153846153846154-0.26646935501059643j),(415.75994308499185+1775.9841411808734j),(228+394.907584125704j),(0.23929925363533733-0.07235929248942728j),(-214.59160569748875+27.553807775064303j),(-0.5000000000000004-0.8660254037844384j),(-0.20384615384615404-0.35307189538904027j),(-214.64160569748876+27.46720523468586j),(-0.4418025177529039-0.7652244076598795j),8.58849800490154,(-21.06329934881733-455.51326810592343j),0,0,0,0
456,27,27,27,(-0.10910919601309028-0.2876973054416652j),(137.79449648688777+1822.7991323066633j),(228.5+395.77360952948845j),(0.22531285596515954-0.10832412906099582j),(-202.49992929868714+41.342725399940626j),(-0.3546048870425359-0.9350162426854147j),(-0.14456968471734388-0.3811989297102067j),(-202.53538978739138+41.249223775672085j),(-0.3134424860824072-0.8264799114277089j),8.58849800490154,(52.708452912388125-453.95023845304814j),0,0,0,0
457,28,28,28,(-0.06154636731570657-0.3014740467822361j),(-144.6816149343035+1826.27797180495j),(229+396.6396349332729j),(0.20595828472814623-0.14170809769325052j),(-185.5169249688777+54.20669302917956j),(-0.20002569377604457-0.9797906520422677j),(-0.08154893669331104-0.3994531119864629j),(-185.5369275382553+54.10871396397533j),(-0.17686972620521926-0.8663652208559584j),8.58849800490154,(125.42337161253262-440.4917454996646j),0,1,0,0
458,29,29,29,(-0.012389520033669211-0.30744276866817516j),(-424.9379364192756+1786.14774030362j),(229.5+397.5056603370573j),(0.18169667072514528-0.17171581129120905j),(-164.0266694971249+65.83406220320741j),(-0.040265940109415144-0.9991889981715696j),(-0.016416114044610727-0.4073616684853321j),(-164.03069609113587+65.73414330339025j),(-0.035617197262975374-0.8838316342339697j),8.58849800490154,(195.17179671690192-415.4382863510451j),1,0,0,0
459,30,30,30,(0.03708820930932912-0.30544888433786294j),(-696.2676594512852+1703.176839439237j),(230+398.37168574084177j),(0.1531060571149493-0.19763232345624512j),(-138.52270517475037+75.94133895362637j),(0.12053668025532233-0.9927088740980541j),(0.049141877334861354-0.4047197717476684j),(-138.51065150672483+75.84206806621657j),(0.10665836340704413-0.8784106516511823j),8.58849800490154,(260.11346563692535-379.39555215414j),0,0,0,0
460,31,31,31,(0.08560537351275133-0.29554403434811555j),(-952.1481191358347+1579.1611568253863j),(230.5+399.2377111446262j),(0.12086762729290791-0.21884016238474754j),(-109.59672104784426+84.28009224541353j),(0.2782174639164521-0.9605181116313725j),(0.11342711990439654-0.3915958455112528j),(-109.5688993014526+84.18404043425039j),(0.24627111695276616-0.8502265273895764j),8.58849800490154,(318.52606246861006-333.25987986590854j),1,0,0,0
461,32,32,32,(0.1319054035086307-0.2779847491108875j),(-1186.397584171653+1416.8855889843983j),(231+400.1037365484106j),(0.08574947541000258-0.23483404239357922j),(-77.92483577883985+90.64305452233775j),(0.4286925614030538-0.9034504346103824j),(0.17477465964893607-0.3683297925719258j),(-77.88196652269954+90.55270947887671j),(0.37960162081067483-0.7999934689274195j),8.58849800490154,(368.85088516444137-278.1960181480042j),0,1,0,0
462,33,33,33,(0.1747891528403524-0.25322580489035806j),(-1393.3245708337847+1220.0617362702799j),(231.5+400.9697619521951j),(0.048588306206603676-0.24523290256401833j),(-44.2517998776643+94.8692646815028j),(0.5680647467311556-0.8229838658936566j),(0.23159562751346796-0.33552419147972373j),(-44.19499340299118+94.78696629491343j),(0.5031906730546535-0.7289975443382629j),8.58849800490154,(409.7344200398736-215.6077573618003j),0,0,0,0
463,34,34,34,(0.2131459549260292-0.2219084453365597j),(-1567.86607509562+993.2431578240322j),(232+401.8357873559795j),(0.010269500170107531-0.2497889856784245j),(-9.373486280265649+96.84812606551901j),(0.6927243535095993-0.7212024473438147j),(0.2824183902769891-0.2940286900709412j),(-9.304213844914688+96.77600582078463j),(0.6138290698348035-0.6390637562730109j),8.58849800490154,(440.06471518922706-147.10216329279814j),0,1,0,0
464,35,35,35,(0.24598238873953884-0.18484377361168583j),(-1705.711366787898+741.7201178413328j),(232.5+402.7018127597639j),(-0.028293981027603148-0.24839374114016968j),(25.88191914499998+96.52227747525019j),(0.7994427634035006-0.6007422642379796j),(0.3259266650798889-0.2449180000354838j),(25.96186342134033+96.4622032488264j),(0.708640946680544-0.532509125516654j),8.58849800490154,(459.0015760995037-74.44832528786675j),0,0,0,0
465,36,36,36,(0.27244800789329426-0.14299174524423863j),(-1803.4083209162163+471.3962537506564j),(233+403.5678381635484j),(-0.06618334622602255-0.24108041123726004j),(60.67358265270617+93.88920317722028j),(0.8854560256532096-0.4647231720437692j),(0.3609936104586152-0.18946406244861555j),(60.76212825527149+93.8427308600159j),(0.7851585391222519-0.412082990331415j),8.58849800490154,(465.9997646715201+0.46832262853164974j),0,0,0,0
466,37,37,37,(0.2918573667529677-0.09743630578506889j),(-1858.449666349139+188.65004014516663j),(233.5+404.4338635673328j),(-0.10249586536187115-0.22802323913084208j),(94.16807630121912+89.00153774860011j),(0.9485364419471454-0.31666799380147304j),(0.38671101094768223-0.1291031051652162j),(94.26292994541383+88.96987094921997j),(0.8413864189887131-0.2808960600037843j),8.58849800490154,(460.8245629517607+75.69492836587695j),1,0,0,0
467,38,38,38,(0.30370777311935737-0.04935731718700598j),(-1869.3370016556403-99.81570137558784j),(234+405.29988897111724j),(-0.1363663773925802-0.20953331743859827j),(125.55934198421822+81.96605266171126j),(0.9870502626379128-0.16041128085776063j),(0.40241279938314867-0.06539844527278205j),(125.65804701048201+81.95001153362549j),(0.8758535341761143-0.14234005357083465j),8.58849800490154,(443.55926051016337+149.26212652804307j),0,1,0,0
